0.00.023.024 E ggml_cuda_init: failed to initialize CUDA: no CUDA-capable device is detected
0.00.024.041 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.024.254 W srv  llama_server: -----------------
0.00.024.255 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.024.255 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.024.255 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.024.255 W srv  llama_server: -----------------
0.00.025.566 I srv    load_model: loading model '/home/hectormr/LifeOS/models/qwen35-4b/Qwen3.5-4B-Q4_K_M.gguf'
0.03.806.220 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.03.827.326 I srv  llama_server: model loaded
0.03.827.331 I srv  llama_server: listening on http://127.0.0.1:8080
33.19.373.539 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
357.51.490.044 I slot print_timing: id  0 | task 4849 |        eval time =    3501.50 ms /    51 tokens (   68.66 ms per token,    14.57 tokens per second)
357.51.490.045 I slot print_timing: id  0 | task 4849 |       total time =    9843.06 ms /   407 tokens
357.51.490.046 I slot print_timing: id  0 | task 4849 |    graphs reused =       4511
357.51.490.648 I slot      release: id  0 | task 4849 | stop processing: n_tokens = 681, truncated = 0
357.54.620.473 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.266 (> 0.100 thold), f_keep = 0.186
357.54.762.788 I slot launch_slot_: id  0 | task 4902 | processing task, is_child = 0
358.01.554.464 I slot print_timing: id  0 | task 4902 | prompt processing, n_tokens =    383, progress = 0.99, t =   6.79 s / 56.39 tokens per second
358.05.410.911 I slot print_timing: id  0 | task 4902 | prompt eval time =    6927.00 ms /   387 tokens (   17.90 ms per token,    55.87 tokens per second)
358.05.410.941 I slot print_timing: id  0 | task 4902 |        eval time =    3721.11 ms /    55 tokens (   67.66 ms per token,    14.78 tokens per second)
358.05.410.943 I slot print_timing: id  0 | task 4902 |       total time =   10648.11 ms /   442 tokens
358.05.410.944 I slot print_timing: id  0 | task 4902 |    graphs reused =       4563
358.05.411.408 I slot      release: id  0 | task 4902 | stop processing: n_tokens = 531, truncated = 0
358.14.232.928 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.194 (> 0.100 thold), f_keep = 0.239
358.14.339.140 I slot launch_slot_: id  0 | task 4959 | processing task, is_child = 0
358.24.361.131 I slot print_timing: id  0 | task 4959 | prompt processing, n_tokens =    560, progress = 0.99, t =  10.02 s / 55.88 tokens per second
358.28.021.770 I slot print_timing: id  0 | task 4959 | prompt eval time =   10148.91 ms /   564 tokens (   17.99 ms per token,    55.57 tokens per second)
358.28.021.773 I slot print_timing: id  0 | task 4959 |        eval time =    3533.70 ms /    52 tokens (   67.96 ms per token,    14.72 tokens per second)
358.28.021.774 I slot print_timing: id  0 | task 4959 |       total time =   13682.61 ms /   616 tokens
358.28.021.774 I slot print_timing: id  0 | task 4959 |    graphs reused =       4613
358.28.022.542 I slot      release: id  0 | task 4959 | stop processing: n_tokens = 705, truncated = 0
358.37.518.860 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.163 (> 0.100 thold), f_keep = 0.180
358.37.518.925 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 274.517 MiB)
358.37.704.226 I slot launch_slot_: id  0 | task 5014 | processing task, is_child = 0
358.47.055.998 I slot print_timing: id  0 | task 5014 | prompt processing, n_tokens =    529, progress = 0.99, t =   9.35 s / 56.57 tokens per second
358.51.002.512 I slot print_timing: id  0 | task 5014 | prompt eval time =    9490.13 ms /   533 tokens (   17.81 ms per token,    56.16 tokens per second)
358.51.002.515 I slot print_timing: id  0 | task 5014 |        eval time =    3808.13 ms /    56 tokens (   68.00 ms per token,    14.71 tokens per second)
358.51.002.516 I slot print_timing: id  0 | task 5014 |       total time =   13298.26 ms /   589 tokens
358.51.002.516 I slot print_timing: id  0 | task 5014 |    graphs reused =       4667
358.51.003.643 I slot      release: id  0 | task 5014 | stop processing: n_tokens = 835, truncated = 0
359.01.234.207 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.179 (> 0.100 thold), f_keep = 0.152
359.01.399.577 I slot launch_slot_: id  0 | task 5073 | processing task, is_child = 0
359.10.114.297 I slot print_timing: id  0 | task 5073 | prompt processing, n_tokens =    500, progress = 0.99, t =   8.71 s / 57.37 tokens per second
359.13.860.594 I slot print_timing: id  0 | task 5073 | prompt eval time =    8849.86 ms /   504 tokens (   17.56 ms per token,    56.95 tokens per second)
359.13.860.597 I slot print_timing: id  0 | task 5073 |        eval time =    3611.13 ms /    52 tokens (   69.44 ms per token,    14.40 tokens per second)
359.13.860.597 I slot print_timing: id  0 | task 5073 |       total time =   12461.00 ms /   556 tokens
359.13.860.597 I slot print_timing: id  0 | task 5073 |    graphs reused =       4717
359.13.861.237 I slot      release: id  0 | task 5073 | stop processing: n_tokens = 760, truncated = 0
359.19.480.805 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.240 (> 0.100 thold), f_keep = 0.167
359.19.587.844 I slot launch_slot_: id  0 | task 5127 | processing task, is_child = 0
359.27.065.053 I slot print_timing: id  0 | task 5127 | prompt processing, n_tokens =    436, progress = 0.99, t =   7.48 s / 58.31 tokens per second
359.30.740.105 I slot print_timing: id  0 | task 5127 | prompt eval time =    7599.23 ms /   440 tokens (   17.27 ms per token,    57.90 tokens per second)
359.30.740.108 I slot print_timing: id  0 | task 5127 |        eval time =    3553.01 ms /    53 tokens (   67.04 ms per token,    14.92 tokens per second)
359.30.740.109 I slot print_timing: id  0 | task 5127 |       total time =   11152.24 ms /   493 tokens
359.30.740.110 I slot print_timing: id  0 | task 5127 |    graphs reused =       4768
359.30.740.461 I slot      release: id  0 | task 5127 | stop processing: n_tokens = 582, truncated = 0
359.41.373.178 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.166 (> 0.100 thold), f_keep = 0.218
359.41.373.245 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 273.423 MiB)
359.41.522.886 I slot launch_slot_: id  0 | task 5182 | processing task, is_child = 0
359.50.472.343 I slot print_timing: id  0 | task 5182 | prompt processing, n_tokens =    510, progress = 0.99, t =   8.95 s / 56.99 tokens per second
359.54.501.905 I slot print_timing: id  0 | task 5182 | prompt eval time =    9089.40 ms /   514 tokens (   17.68 ms per token,    56.55 tokens per second)
359.54.501.908 I slot print_timing: id  0 | task 5182 |        eval time =    3889.60 ms /    56 tokens (   69.46 ms per token,    14.40 tokens per second)
359.54.501.908 I slot print_timing: id  0 | task 5182 |       total time =   12979.00 ms /   570 tokens
359.54.501.909 I slot print_timing: id  0 | task 5182 |    graphs reused =       4821
359.54.502.522 I slot      release: id  0 | task 5182 | stop processing: n_tokens = 819, truncated = 0
360.21.660.757 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.271 (> 0.100 thold), f_keep = 0.155
360.21.821.320 I slot launch_slot_: id  0 | task 5240 | processing task, is_child = 0
360.28.216.556 I slot print_timing: id  0 | task 5240 | prompt processing, n_tokens =    374, progress = 0.99, t =   6.40 s / 58.48 tokens per second
360.31.534.508 I slot print_timing: id  0 | task 5240 | prompt eval time =    6529.93 ms /   378 tokens (   17.27 ms per token,    57.89 tokens per second)
360.31.534.511 I slot print_timing: id  0 | task 5240 |        eval time =    3183.24 ms /    46 tokens (   69.20 ms per token,    14.45 tokens per second)
360.31.534.511 I slot print_timing: id  0 | task 5240 |       total time =    9713.17 ms /   424 tokens
360.31.534.512 I slot print_timing: id  0 | task 5240 |    graphs reused =       4864
360.31.534.749 I slot      release: id  0 | task 5240 | stop processing: n_tokens = 513, truncated = 0
360.34.266.601 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.305 (> 0.100 thold), f_keep = 0.263
360.34.424.912 I slot launch_slot_: id  0 | task 5288 | processing task, is_child = 0
360.40.432.989 I slot print_timing: id  0 | task 5288 | prompt processing, n_tokens =    348, progress = 0.99, t =   6.01 s / 57.92 tokens per second
360.43.320.700 I slot print_timing: id  0 | task 5288 | prompt eval time =    6144.60 ms /   352 tokens (   17.46 ms per token,    57.29 tokens per second)
360.43.320.703 I slot print_timing: id  0 | task 5288 |        eval time =    2751.17 ms /    41 tokens (   67.10 ms per token,    14.90 tokens per second)
360.43.320.703 I slot print_timing: id  0 | task 5288 |       total time =    8895.77 ms /   393 tokens
360.43.320.731 I slot print_timing: id  0 | task 5288 |    graphs reused =       4903
360.43.320.833 I slot      release: id  0 | task 5288 | stop processing: n_tokens = 482, truncated = 0
360.45.594.264 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.323 (> 0.100 thold), f_keep = 0.280
360.45.694.247 I slot launch_slot_: id  0 | task 5331 | processing task, is_child = 0
360.51.509.047 I slot print_timing: id  0 | task 5331 | prompt processing, n_tokens =    324, progress = 0.99, t =   5.81 s / 55.72 tokens per second
360.54.735.428 I slot print_timing: id  0 | task 5331 | prompt eval time =    5953.32 ms /   328 tokens (   18.15 ms per token,    55.10 tokens per second)
360.54.735.430 I slot print_timing: id  0 | task 5331 |        eval time =    3087.84 ms /    45 tokens (   68.62 ms per token,    14.57 tokens per second)
360.54.735.431 I slot print_timing: id  0 | task 5331 |       total time =    9041.16 ms /   373 tokens
360.54.735.431 I slot print_timing: id  0 | task 5331 |    graphs reused =       4946
360.54.735.533 I slot      release: id  0 | task 5331 | stop processing: n_tokens = 462, truncated = 0
360.58.642.983 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.280 (> 0.100 thold), f_keep = 0.292
360.58.774.967 I slot launch_slot_: id  0 | task 5378 | processing task, is_child = 0
361.05.414.676 I slot print_timing: id  0 | task 5378 | prompt processing, n_tokens =    388, progress = 0.99, t =   6.64 s / 58.44 tokens per second
361.08.606.816 I slot print_timing: id  0 | task 5378 | prompt eval time =    6770.40 ms /   392 tokens (   17.27 ms per token,    57.90 tokens per second)
361.08.606.819 I slot print_timing: id  0 | task 5378 |        eval time =    3061.42 ms /    45 tokens (   68.03 ms per token,    14.70 tokens per second)
361.08.606.848 I slot print_timing: id  0 | task 5378 |       total time =    9831.83 ms /   437 tokens
361.08.606.849 I slot print_timing: id  0 | task 5378 |    graphs reused =       4988
361.08.607.046 I slot      release: id  0 | task 5378 | stop processing: n_tokens = 526, truncated = 0
361.12.614.734 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.283 (> 0.100 thold), f_keep = 0.257
361.12.727.991 I slot launch_slot_: id  0 | task 5425 | processing task, is_child = 0
361.19.303.670 I slot print_timing: id  0 | task 5425 | prompt processing, n_tokens =    383, progress = 0.99, t =   6.58 s / 58.25 tokens per second
361.22.420.118 I slot print_timing: id  0 | task 5425 | prompt eval time =    6697.31 ms /   387 tokens (   17.31 ms per token,    57.78 tokens per second)
361.22.420.120 I slot print_timing: id  0 | task 5425 |        eval time =    2994.79 ms /    45 tokens (   66.55 ms per token,    15.03 tokens per second)
361.22.420.121 I slot print_timing: id  0 | task 5425 |       total time =    9692.10 ms /   432 tokens
361.22.420.121 I slot print_timing: id  0 | task 5425 |    graphs reused =       5030
361.22.420.320 I slot      release: id  0 | task 5425 | stop processing: n_tokens = 521, truncated = 0
361.26.402.640 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.278 (> 0.100 thold), f_keep = 0.259
361.26.530.112 I slot launch_slot_: id  0 | task 5472 | processing task, is_child = 0
361.33.395.007 I slot print_timing: id  0 | task 5472 | prompt processing, n_tokens =    392, progress = 0.99, t =   6.86 s / 57.10 tokens per second
361.36.602.597 I slot print_timing: id  0 | task 5472 | prompt eval time =    6990.12 ms /   396 tokens (   17.65 ms per token,    56.65 tokens per second)
361.36.602.631 I slot print_timing: id  0 | task 5472 |        eval time =    3082.34 ms /    45 tokens (   68.50 ms per token,    14.60 tokens per second)
361.36.602.632 I slot print_timing: id  0 | task 5472 |       total time =   10072.46 ms /   441 tokens
361.36.602.633 I slot print_timing: id  0 | task 5472 |    graphs reused =       5072
361.36.602.779 I slot      release: id  0 | task 5472 | stop processing: n_tokens = 530, truncated = 0
361.39.537.768 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.296 (> 0.100 thold), f_keep = 0.255
361.39.679.573 I slot launch_slot_: id  0 | task 5519 | processing task, is_child = 0
361.45.845.334 I slot print_timing: id  0 | task 5519 | prompt processing, n_tokens =    362, progress = 0.99, t =   6.17 s / 58.71 tokens per second
361.49.090.836 I slot print_timing: id  0 | task 5519 | prompt eval time =    6298.58 ms /   366 tokens (   17.21 ms per token,    58.11 tokens per second)
361.49.090.839 I slot print_timing: id  0 | task 5519 |        eval time =    3112.66 ms /    45 tokens (   69.17 ms per token,    14.46 tokens per second)
361.49.090.840 I slot print_timing: id  0 | task 5519 |       total time =    9411.24 ms /   411 tokens
361.49.090.841 I slot print_timing: id  0 | task 5519 |    graphs reused =       5115
361.49.091.007 I slot      release: id  0 | task 5519 | stop processing: n_tokens = 500, truncated = 0
361.52.961.788 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.279 (> 0.100 thold), f_keep = 0.270
361.53.099.411 I slot launch_slot_: id  0 | task 5566 | processing task, is_child = 0
361.59.840.968 I slot print_timing: id  0 | task 5566 | prompt processing, n_tokens =    390, progress = 0.99, t =   6.74 s / 57.85 tokens per second
362.02.978.484 I slot print_timing: id  0 | task 5566 | prompt eval time =    6875.14 ms /   394 tokens (   17.45 ms per token,    57.31 tokens per second)
362.02.978.487 I slot print_timing: id  0 | task 5566 |        eval time =    3003.89 ms /    45 tokens (   66.75 ms per token,    14.98 tokens per second)
362.02.978.487 I slot print_timing: id  0 | task 5566 |       total time =    9879.02 ms /   439 tokens
362.02.978.488 I slot print_timing: id  0 | task 5566 |    graphs reused =       5157
362.02.978.617 I slot      release: id  0 | task 5566 | stop processing: n_tokens = 528, truncated = 0
370.20.441.378 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.273 (> 0.100 thold), f_keep = 0.241
370.20.585.822 I slot launch_slot_: id  0 | task 5613 | processing task, is_child = 0
370.27.088.719 I slot print_timing: id  0 | task 5613 | prompt processing, n_tokens =    372, progress = 0.99, t =   6.50 s / 57.21 tokens per second
370.30.004.807 I slot print_timing: id  0 | task 5613 | prompt eval time =    6645.78 ms /   376 tokens (   17.67 ms per token,    56.58 tokens per second)
370.30.004.810 I slot print_timing: id  0 | task 5613 |        eval time =    2773.18 ms /    41 tokens (   67.64 ms per token,    14.78 tokens per second)
370.30.004.810 I slot print_timing: id  0 | task 5613 |       total time =    9418.96 ms /   417 tokens
370.30.004.811 I slot print_timing: id  0 | task 5613 |    graphs reused =       5196
370.30.005.070 I slot      release: id  0 | task 5613 | stop processing: n_tokens = 506, truncated = 0
370.33.715.845 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.293 (> 0.100 thold), f_keep = 0.255
370.33.866.591 I slot launch_slot_: id  0 | task 5656 | processing task, is_child = 0
370.39.933.733 I slot print_timing: id  0 | task 5656 | prompt processing, n_tokens =    346, progress = 0.99, t =   6.07 s / 57.03 tokens per second
370.43.213.154 I slot print_timing: id  0 | task 5656 | prompt eval time =    6196.62 ms /   350 tokens (   17.70 ms per token,    56.48 tokens per second)
370.43.213.158 I slot print_timing: id  0 | task 5656 |        eval time =    3149.92 ms /    42 tokens (   75.00 ms per token,    13.33 tokens per second)
370.43.213.159 I slot print_timing: id  0 | task 5656 |       total time =    9346.54 ms /   392 tokens
370.43.213.160 I slot print_timing: id  0 | task 5656 |    graphs reused =       5236
370.43.213.332 I slot      release: id  0 | task 5656 | stop processing: n_tokens = 481, truncated = 0
370.48.229.913 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, sim_best = 0.272 (> 0.100 thold), f_keep = 0.268
370.48.338.384 I slot launch_slot_: id  0 | task 5700 | processing task, is_child = 0
370.54.916.504 I slot print_timing: id  0 | task 5700 | prompt processing, n_tokens =    380, progress = 0.99, t =   6.58 s / 57.77 tokens per second
370.57.818.609 I slot print_timing: id  0 | task 5700 | prompt eval time =    6715.90 ms /   384 tokens (   17.49 ms per token,    57.18 tokens per second)
370.57.818.611 I slot print_timing: id  0 | task 5700 |        eval time =    2764.31 ms /    41 tokens (   67.42 ms per token,    14.83 tokens per second)
370.57.818.612 I slot print_timing: id  0 | task 5700 |       total time =    9480.20 ms /   425 tokens
370.57.818.612 I slot print_timing: id  0 | task 5700 |    graphs reused =       5274
370.57.818.752 I slot      release: id  0 | task 5700 | stop processing: n_tokens = 514, truncated = 0
620.16.008.041 W srv    operator(): got exception: {"error":{"code":500,"message":"image input is not supported - hint: if this is unexpected, you may need to provide the mmproj","type":"server_error"}}
821.45.899.414 I srv    operator(): operator(): cleaning up before exit...
